"Anno accademico","Ateneo","Classe","Immatricolati","Area","Città","Provincia","Regione","Area geografica","Tipo","Fondazione"
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","21 - Scienze e tecnologie chimiche",27,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","24 - Scienze e tecnologie farmaceutiche",46,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","25 - Scienze e tecnologie fisiche",23,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","26 - Scienze e tecnologie informatiche",22,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","27 - Scienze e tecnologie per l'ambiente e la natura",18,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","28 - Scienze economiche",40,"Sociale","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","3 - Scienze della mediazione linguistica",174,"Umanistica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","31 - Scienze giuridiche",268,"Sociale","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","32 - Scienze matematiche",19,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","46/S - Specialistiche in medicina e chirurgia",105,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","52/S - Specialistiche in odontoiatria e protesi dentaria",7,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","8 - Ingegneria civile e ambientale",47,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","9 - Ingegneria dell'informazione",205,"Scientifica","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","DS/1 - Scienze della difesa e della sicurezza",102,"Sociale","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",267,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","SNT/2 - Professioni sanitarie della riabilitazione",33,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di MODENA e REGGIO EMILIA","SNT/3 - Professioni sanitarie tecniche",48,"Sanitaria","Modena - Reggio Emilia","Modena - Reggio Emilia","Emilia Romagna","Nord","Pubblica",1175
"2005/2006","Università degli Studi di NAPOLI Federico II","1 - Biotecnologie",446,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","10 - Ingegneria industriale",1131,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","11 - Lingue e culture moderne",192,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","12 - Scienze biologiche",1433,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","13 - Scienze dei beni culturali",322,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","14/S - Specialistiche in farmacia e farmacia industriale",439,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","15 - Scienze politiche e delle relazioni internazionali",280,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","16 - Scienze della Terra",70,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","17 - Scienze dell'economia e della gestione aziendale",1102,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","19 - Scienze dell'amministrazione",263,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","20 - Scienze e tecnologie agrarie, agroalimentari e forestali",325,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","21 - Scienze e tecnologie chimiche",120,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","24 - Scienze e tecnologie farmaceutiche",167,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","25 - Scienze e tecnologie fisiche",75,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","26 - Scienze e tecnologie informatiche",264,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","27 - Scienze e tecnologie per l'ambiente e la natura",59,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","28 - Scienze economiche",225,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","29 - Filosofia",127,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","31 - Scienze giuridiche",2596,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","32 - Scienze matematiche",54,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","34 - Scienze e tecniche psicologiche",144,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","36 - Scienze sociologiche",936,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","37 - Scienze statistiche",61,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","38 - Scienze storiche",59,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","39 - Scienze del turismo",347,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","4 - Scienze dell'architettura e dell'ingegneria edile",455,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","4/S - Specialistiche in architettura e ingegneria edile",278,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","40 - Scienze e tecnologie zootecniche e delle produzioni animali",95,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","46/S - Specialistiche in medicina e chirurgia",208,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","47/S - Specialistiche in medicina veterinaria",73,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","5 - Lettere",364,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","52/S - Specialistiche in odontoiatria e protesi dentaria",16,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","6 - Scienze del servizio sociale",186,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","7 - Urbanistica e scienze della pianificazione territoriale e ambientale",27,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","8 - Ingegneria civile e ambientale",311,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","9 - Ingegneria dell'informazione",932,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","DS/1 - Scienze della difesa e della sicurezza",32,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",264,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","SNT/2 - Professioni sanitarie della riabilitazione",50,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","SNT/3 - Professioni sanitarie tecniche",110,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI Federico II","SNT/4 - Professioni sanitarie della prevenzione",9,"Sanitaria","Napoli","Napoli","Campania","Sud","Pubblica",1224
"2005/2006","Università degli Studi di NAPOLI L'Orientale","11 - Lingue e culture moderne",918,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1732
"2005/2006","Università degli Studi di NAPOLI L'Orientale","13 - Scienze dei beni culturali",94,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1732
"2005/2006","Università degli Studi di NAPOLI L'Orientale","15 - Scienze politiche e delle relazioni internazionali",365,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1732
"2005/2006","Università degli Studi di NAPOLI L'Orientale","29 - Filosofia",54,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1732
"2005/2006","Università degli Studi di NAPOLI L'Orientale","3 - Scienze della mediazione linguistica",500,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1732
"2005/2006","Università degli Studi di NAPOLI L'Orientale","5 - Lettere",28,"Umanistica","Napoli","Napoli","Campania","Sud","Pubblica",1732
"2005/2006","Università degli Studi di NAPOLI Parthenope","17 - Scienze dell'economia e della gestione aziendale",1294,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2005/2006","Università degli Studi di NAPOLI Parthenope","22 - Scienze e tecnologie della navigazione marittima e aerea",100,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2005/2006","Università degli Studi di NAPOLI Parthenope","26 - Scienze e tecnologie informatiche",123,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2005/2006","Università degli Studi di NAPOLI Parthenope","27 - Scienze e tecnologie per l'ambiente e la natura",25,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2005/2006","Università degli Studi di NAPOLI Parthenope","28 - Scienze economiche",97,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2005/2006","Università degli Studi di NAPOLI Parthenope","31 - Scienze giuridiche",479,"Sociale","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2005/2006","Università degli Studi di NAPOLI Parthenope","33 - Scienze delle attivita motorie e sportive",365,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2005/2006","Università degli Studi di NAPOLI Parthenope","37 - Scienze statistiche",34,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2005/2006","Università degli Studi di NAPOLI Parthenope","8 - Ingegneria civile e ambientale",35,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2005/2006","Università degli Studi di NAPOLI Parthenope","9 - Ingegneria dell'informazione",55,"Scientifica","Napoli","Napoli","Campania","Sud","Pubblica",1920
"2005/2006","Università degli Studi di PADOVA","1 - Biotecnologie",149,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","10 - Ingegneria industriale",737,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","11 - Lingue e culture moderne",221,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","12 - Scienze biologiche",225,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","13 - Scienze dei beni culturali",277,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","14 - Scienze della comunicazione",151,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","14/S - Specialistiche in farmacia e farmacia industriale",377,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","15 - Scienze politiche e delle relazioni internazionali",437,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","16 - Scienze della Terra",38,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","17 - Scienze dell'economia e della gestione aziendale",103,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","18 - Scienze dell'educazione e della formazione",473,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","19 - Scienze dell'amministrazione",57,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","2 - Scienze dei servizi giuridici",251,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","20 - Scienze e tecnologie agrarie, agroalimentari e forestali",382,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","21 - Scienze e tecnologie chimiche",174,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","23 - Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",283,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","24 - Scienze e tecnologie farmaceutiche",90,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","25 - Scienze e tecnologie fisiche",132,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","26 - Scienze e tecnologie informatiche",140,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","27 - Scienze e tecnologie per l'ambiente e la natura",120,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","28 - Scienze economiche",364,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","29 - Filosofia",126,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","3 - Scienze della mediazione linguistica",343,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","30 - Scienze geografiche",22,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","31 - Scienze giuridiche",864,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","32 - Scienze matematiche",88,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","33 - Scienze delle attivita motorie e sportive",99,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","34 - Scienze e tecniche psicologiche",1071,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","35 - Scienze sociali per la cooperazione, lo sviluppo e la pace",49,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","36 - Scienze sociologiche",175,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","37 - Scienze statistiche",189,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","38 - Scienze storiche",66,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","39 - Scienze del turismo",220,"Sociale","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","4 - Scienze dell'architettura e dell'ingegneria edile",158,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","40 - Scienze e tecnologie zootecniche e delle produzioni animali",122,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","41 - Tecnologie per la conservazione e il restauro dei beni culturali",24,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","46/S - Specialistiche in medicina e chirurgia",152,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","47/S - Specialistiche in medicina veterinaria",37,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","5 - Lettere",172,"Umanistica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","52/S - Specialistiche in odontoiatria e protesi dentaria",12,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","7 - Urbanistica e scienze della pianificazione territoriale e ambientale",71,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","8 - Ingegneria civile e ambientale",243,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","9 - Ingegneria dell'informazione",695,"Scientifica","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",724,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","SNT/2 - Professioni sanitarie della riabilitazione",94,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","SNT/3 - Professioni sanitarie tecniche",193,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PADOVA","SNT/4 - Professioni sanitarie della prevenzione",42,"Sanitaria","Padova","Padova","Veneto","Nord","Pubblica",1222
"2005/2006","Università degli Studi di PALERMO","1 - Biotecnologie",52,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","10 - Ingegneria industriale",426,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","11 - Lingue e culture moderne",146,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","12 - Scienze biologiche",889,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","13 - Scienze dei beni culturali",201,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","14 - Scienze della comunicazione",312,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","14/S - Specialistiche in farmacia e farmacia industriale",215,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","15 - Scienze politiche e delle relazioni internazionali",166,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","16 - Scienze della Terra",93,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","17 - Scienze dell'economia e della gestione aziendale",424,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","18 - Scienze dell'educazione e della formazione",523,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","19 - Scienze dell'amministrazione",155,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","2 - Scienze dei servizi giuridici",339,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","20 - Scienze e tecnologie agrarie, agroalimentari e forestali",214,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","21 - Scienze e tecnologie chimiche",105,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","23 - Scienze e tecnologie delle arti figurative, della musica, dello spettacolo e della moda",225,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","24 - Scienze e tecnologie farmaceutiche",16,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","25 - Scienze e tecnologie fisiche",33,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","26 - Scienze e tecnologie informatiche",104,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","27 - Scienze e tecnologie per l'ambiente e la natura",121,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","28 - Scienze economiche",372,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","29 - Filosofia",220,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","3 - Scienze della mediazione linguistica",426,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","31 - Scienze giuridiche",1371,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","32 - Scienze matematiche",76,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","33 - Scienze delle attivita motorie e sportive",143,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","34 - Scienze e tecniche psicologiche",383,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","35 - Scienze sociali per la cooperazione, lo sviluppo e la pace",87,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","37 - Scienze statistiche",23,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","38 - Scienze storiche",96,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","39 - Scienze del turismo",315,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","4 - Scienze dell'architettura e dell'ingegneria edile",148,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","4/S - Specialistiche in architettura e ingegneria edile",235,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","41 - Tecnologie per la conservazione e il restauro dei beni culturali",39,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","42 - Disegno industriale",79,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","46/S - Specialistiche in medicina e chirurgia",203,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","5 - Lettere",423,"Umanistica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","52/S - Specialistiche in odontoiatria e protesi dentaria",18,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","6 - Scienze del servizio sociale",144,"Sociale","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","7 - Urbanistica e scienze della pianificazione territoriale e ambientale",65,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","8 - Ingegneria civile e ambientale",157,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","9 - Ingegneria dell'informazione",379,"Scientifica","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","SNT/1 - Professioni sanitarie, infermieristiche e professione sanitaria ostetrica",103,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","SNT/2 - Professioni sanitarie della riabilitazione",65,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","SNT/3 - Professioni sanitarie tecniche",43,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PALERMO","SNT/4 - Professioni sanitarie della prevenzione",13,"Sanitaria","Palermo","Palermo","Sicilia","Sud","Pubblica",1806
"2005/2006","Università degli Studi di PARMA","1 - Biotecnologie",58,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","10 - Ingegneria industriale",231,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","11 - Lingue e culture moderne",179,"Umanistica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","12 - Scienze biologiche",203,"Scientifica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
"2005/2006","Università degli Studi di PARMA","13 - Scienze dei beni culturali",137,"Umanistica","Parma","Parma","Emilia Romagna","Nord","Pubblica",1117
